2020-05-27 09:24:02.370853|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.12.1 (2020-03-27 10:38:47)
2020-05-27 09:24:02.371076|INFO    |ServerLibPriv |   |SystemInformation: Linux 4.19.0-8-amd64 #1 SMP Debian 4.19.98-1+deb10u1 (2020-04-27) x86_64 Binary: 64bit
2020-05-27 09:24:02.373086|INFO    |DatabaseQuery |   |dbPlugin name:    MariaDB plugin, version 3, (c)TeamSpeak Systems GmbH
2020-05-27 09:24:02.373244|INFO    |DatabaseQuery |   |dbPlugin version: 2
2020-05-27 09:24:05.118723|INFO    |SQL           |   |db_CreateTables() tables created
2020-05-27 09:24:05.486001|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2020-05-27 09:24:05.498647|INFO    |Accounting    |   |Licensing Information
2020-05-27 09:24:05.498733|INFO    |Accounting    |   |licensed to       : Anonymous
2020-05-27 09:24:05.498768|INFO    |Accounting    |   |type              : No License
2020-05-27 09:24:05.498804|INFO    |Accounting    |   |starting date     : Sat Feb  1 00:00:00 2020
2020-05-27 09:24:05.498868|INFO    |Accounting    |   |ending date       : Mon Feb  1 00:00:00 2021
2020-05-27 09:24:05.498900|INFO    |Accounting    |   |max virtualservers: 1
2020-05-27 09:24:05.498958|INFO    |Accounting    |   |max slots         : 32
2020-05-27 09:24:06.816081|INFO    |              |   |Puzzle precompute time: 1264
2020-05-27 09:24:06.817954|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2020-05-27 09:24:06.837816|INFO    |VirtualSvrMgr |   |executing monthly interval
2020-05-27 09:24:06.838206|INFO    |VirtualSvrMgr |   |reset virtualserver traffic statistics
2020-05-27 09:24:06.939434|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2020-05-27 09:24:07.093514|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2020-05-27 09:24:07.100636|INFO    |CIDRManager   |   |updated query_ip_whitelist ips: 127.0.0.1/32, ::1/128, 
2020-05-27 09:24:18.579363|INFO    |ServerMain    |   |Received signal SIGTERM, shutting down.
